Дата,Выявлено всего,Заражений за день,Выздоровлений,Выздоровлений за день,Смертей за день,Смертей,"Летальность, %",% Выздоровлений,% Смертей,% прирост,Выздоровевших и умерших,Характерстика ДБ
2020-04-10,11917,1786,795,97,18,94,0.79,0.13896848137535822,0.236842105263158,0.176290593228704,889,14.0
2020-04-11,13584,1667,1045,250,12,106,0.78,0.3144654088050314,0.12765957446808507,0.13988419904338345,1151,14.0
2020-04-12,15759,2175,1291,246,24,130,0.82,0.2354066985645933,0.2264150943396226,0.16011484098939932,1421,14.0
2020-04-13,18328,2569,1470,179,18,148,0.81,0.13865220759101482,0.1384615384615384,0.16301795799225838,1618,14.0
2020-04-14,21102,2774,1694,224,22,170,0.81,0.15238095238095228,0.14864864864864868,0.15135312090790046,1864,14.0
2020-04-15,24490,3388,1986,292,28,198,0.81,0.17237308146399055,0.16470588235294126,0.16055350203772156,2184,15.0
2020-04-16,27938,3448,2304,318,34,232,0.83,0.16012084592145026,0.1717171717171717,0.1407921600653328,2536,15.0
2020-04-17,32008,4070,2590,286,41,273,0.85,0.12413194444444442,0.17672413793103448,0.14567971937862412,2863,15.0
2020-04-18,36793,4785,3057,467,40,313,0.85,0.1803088803088804,0.14652014652014644,0.14949387653086732,3370,16.0
2020-04-19,42853,6060,3291,234,48,361,0.84,0.07654563297350347,0.15335463258785942,0.16470524284510635,3652,16.0
2020-04-20,47121,4268,3446,155,44,405,0.86,0.047098146460042616,0.12188365650969525,0.09959629430844984,3851,17.0
2020-04-21,52763,5642,3873,427,51,456,0.86,0.12391178177597205,0.125925925925926,0.11973430105473135,4329,17.0
2020-04-22,57999,5236,4420,547,57,513,0.88,0.14123418538600574,0.125,0.09923620719064496,4933,17.0
2020-04-23,62773,4774,4891,471,42,555,0.88,0.10656108597285074,0.08187134502923987,0.08231176399593099,5446,17.0
2020-04-24,68622,5849,5568,677,60,615,0.9,0.1384175015334288,0.10810810810810813,0.0931770028515444,6183,18.0
2020-04-25,74588,5966,6250,682,66,681,0.91,0.12248563218390808,0.1073170731707318,0.08694004838098568,6931,18.0
2020-04-26,80949,6361,6767,517,62,743,0.92,0.0827199999999999,0.09104258443465496,0.08528181476913166,7510,18.0
2020-04-27,87147,6198,7346,579,50,793,0.91,0.08556228757204076,0.06729475100942127,0.07656672719860658,8139,19.0
2020-04-28,93558,6411,8456,1110,71,864,0.92,0.15110264089300296,0.08953341740226994,0.07356535508967599,9320,19.0
2020-04-29,99399,5841,10286,1830,108,972,0.98,0.2164143803216652,0.125,0.0624318604502021,11258,19.0
2020-04-30,106498,7099,11619,1333,101,1073,1.01,0.12959362239937788,0.10390946502057608,0.07141922956971403,12692,19.0
2020-05-01,114431,7933,13220,1601,92,1165,1.02,0.1377915483260177,0.0857409133271203,0.07448966177768601,14385,19.0
2020-05-02,124054,9623,15013,1793,57,1222,0.99,0.13562783661119515,0.04892703862660941,0.08409434506383763,16235,19.0
2020-05-03,134687,10633,16639,1626,58,1280,0.95,0.10830613468327456,0.04746317512274967,0.08571267351314749,17919,20.0
2020-05-04,145268,10581,18095,1456,76,1356,0.93,0.08750525872949089,0.05937499999999996,0.07855992040805715,19451,20.0
2020-05-05,155370,10102,19865,1770,95,1451,0.93,0.09781707654048087,0.07005899705014751,0.06954043560866817,21316,20.0
2020-05-06,165929,10559,21327,1462,86,1537,0.93,0.0735967782532092,0.05926946933149546,0.06796035270644274,22864,21.0
2020-05-07,177160,11231,23803,2476,88,1625,0.92,0.1160969662868665,0.05725439167208845,0.06768557636097361,25428,21.0
2020-05-08,187859,10699,26608,2805,98,1723,0.92,0.11784228878712776,0.0603076923076924,0.060391736283585525,28331,21.0
2020-05-09,198676,10817,31916,5308,104,1827,0.92,0.19948887552615746,0.06035983749274521,0.057580419357071026,33743,21.0
2020-05-10,209688,11012,34306,2390,88,1915,0.91,0.07488407068554959,0.04816639299397929,0.0554269262517868,36221,22.0
2020-05-11,221344,11656,39801,5495,94,2009,0.91,0.1601760624963564,0.04908616187989545,0.0555873488230132,41810,22.0
2020-05-12,232243,10899,43512,3711,107,2116,0.91,0.09323886334514198,0.05326032852165263,0.04924009686280173,45628,22.0
2020-05-13,242271,10028,48003,4491,96,2212,0.91,0.10321290678433526,0.045368620037807166,0.04317891174330346,50215,22.0
2020-05-14,252245,9974,53530,5527,93,2305,0.91,0.11513863716851035,0.042043399638336254,0.04116877381114548,55835,22.0
2020-05-15,262843,10598,58226,4696,113,2418,0.92,0.0877265084999066,0.0490238611713667,0.04201470792285278,60644,22.0
2020-05-16,272043,9200,63166,4940,119,2537,0.93,0.08484182324047684,0.04921422663358155,0.035001883253501065,65703,22.0
2020-05-17,281752,9709,67373,4207,94,2631,0.93,0.06660228603995821,0.03705163579030346,0.03568921089680677,70004,22.0
2020-05-18,290678,8926,70209,2836,91,2722,0.94,0.042094013922491236,0.03458760927404025,0.03168034299667788,72931,23.0
2020-05-19,299941,9263,76130,5921,115,2837,0.95,0.08433391730404938,0.04224834680382061,0.031866876750218376,78967,23.0
2020-05-20,308705,8764,85392,9262,135,2972,0.96,0.12166031787731503,0.04758547761720133,0.029219079752351274,88364,22.0
2020-05-21,317554,8849,92681,7289,127,3099,0.98,0.08535928424208361,0.04273216689098258,0.028664906626066914,95780,22.0
2020-05-22,326448,8894,99825,7144,150,3249,1.0,0.07708160248594642,0.0484027105517908,0.028007834887924462,103074,22.0
2020-05-23,335882,9434,107936,8111,139,3388,1.01,0.08125219133483585,0.042782394582948635,0.028898936430917118,111324,22.0
2020-05-24,344481,8599,113299,5363,153,3541,1.03,0.049686851467536375,0.045159386068476914,0.025601252820931064,116840,22.0
2020-05-25,353427,8946,118798,5499,92,3633,1.03,0.048535291573623685,0.0259813611974018,0.025969501946406348,122431,23.0
2020-05-26,362342,8915,131129,12331,174,3807,1.05,0.10379804373811008,0.04789430222956237,0.0252244452178243,134936,22.0
2020-05-27,370680,8338,142208,11079,161,3968,1.07,0.08448931967756934,0.04229051746782253,0.02301140911072963,146176,22.0
2020-05-28,379051,8371,150993,8785,174,4142,1.09,0.061775708820882125,0.04385080645161299,0.02258282076184304,155135,23.0
2020-05-29,387623,8572,159257,8264,232,4374,1.13,0.0547310140205175,0.05601158860453892,0.022614371153222068,163631,23.0
2020-05-30,396575,8952,167469,8212,181,4555,1.15,0.05156445242595309,0.041380887059899514,0.023094604809312136,172024,23.0
2020-05-31,405843,9268,171883,4414,138,4693,1.16,0.026357116839534456,0.030296377607025308,0.023370106537224933,176576,24.0
2020-06-01,414878,9035,175877,3994,162,4855,1.17,0.023236736617350262,0.03451949712337532,0.022262303403040033,180732,24.0
2020-06-02,423741,8863,186985,11108,182,5037,1.19,0.06315777503596265,0.03748712667353238,0.02136290668582097,192022,24.0
2020-06-03,432277,8536,195957,8972,178,5215,1.21,0.04798245848597471,0.03533849513599363,0.02014438064761248,201172,24.0
2020-06-04,441108,8831,204623,8666,169,5384,1.22,0.04422398791571625,0.032406519654841766,0.02042903045963573,210007,24.0
2020-06-05,449834,8726,212680,8057,144,5528,1.23,0.039374850334517715,0.026745913818722045,0.019782003500276483,218208,25.0
2020-06-06,458689,8855,221388,8708,197,5725,1.25,0.04094414143313907,0.035636758321273554,0.0196850393700787,227113,25.0
2020-06-07,467673,8984,226731,5343,134,5859,1.25,0.024134099409182097,0.023406113537117967,0.01958625561110039,232590,25.0
2020-06-08,476658,8985,230688,3957,112,5971,1.25,0.017452399539542363,0.019115890083632125,0.019212141817038786,236659,26.0
2020-06-09,485253,8595,242397,11709,171,6142,1.27,0.05075686641697885,0.02863841902528885,0.018031796382311786,248539,26.0
2020-06-10,493657,8404,252783,10386,216,6358,1.29,0.042847064938922534,0.0351676978183002,0.017318800708084225,259141,26.0
2020-06-11,502436,8779,261150,8367,174,6532,1.3,0.03309953596563053,0.02736709657124892,0.01778360278492963,267682,26.0
2020-06-12,511423,8987,269370,8220,183,6715,1.31,0.031476163124640966,0.028015921616656447,0.017886855241264543,276085,26.0
2020-06-13,520129,8706,274641,5271,114,6829,1.31,0.019567880610313004,0.016976917349218246,0.01702309047500794,281470,27.0
2020-06-14,528964,8835,280050,5409,119,6948,1.31,0.019694801577331944,0.017425684580465672,0.01698617073841291,286998,27.0
2020-06-15,537210,8246,284539,4489,143,7091,1.32,0.016029280485627462,0.02058146229130675,0.01558896257590314,291630,27.0
2020-06-16,545458,8248,294306,9767,193,7284,1.34,0.03432569876185698,0.027217599774361775,0.015353399973939474,301590,27.0
2020-06-17,553301,7843,304342,10036,194,7478,1.35,0.03410056200009515,0.02663371773750689,0.01437874226796554,311820,27.0
2020-06-18,561091,7790,313963,9621,182,7660,1.37,0.0316124622957068,0.02433805830435953,0.014079135949510269,321623,27.0
2020-06-19,569063,7972,324406,10443,181,7841,1.38,0.03326188117708129,0.023629242819843244,0.014208033990921187,332247,27.0
2020-06-20,576952,7889,334592,10186,161,8002,1.39,0.03139892603712635,0.020533095268460592,0.013863139933539824,342594,27.0
2020-06-21,584680,7728,339711,5119,109,8111,1.39,0.015299230107115537,0.013621594601349596,0.013394528487638445,347822,27.0
2020-06-22,592280,7600,344416,4705,95,8206,1.39,0.013850007800748187,0.011712489212180932,0.01299856331668603,352622,28.0
2020-06-23,599705,7425,356429,12013,153,8359,1.39,0.034879331970640186,0.018644893980014562,0.01253630039846021,364788,27.0
2020-06-24,606881,7176,368822,12393,154,8513,1.4,0.034769898072266825,0.018423256370379226,0.011965883225919516,377335,27.0
2020-06-25,613994,7113,375164,6342,92,8605,1.4,0.017195286615223626,0.010807001057206556,0.011720584430885195,383769,27.0
2020-06-26,620794,6800,384152,8988,176,8781,1.41,0.023957522576793174,0.020453224869262158,0.01107502679179273,392933,27.0
2020-06-27,627646,6852,393352,9200,188,8969,1.43,0.023948853578791732,0.02140986220248253,0.011037477810674769,402321,27.0
2020-06-28,634437,6791,399087,5735,104,9073,1.43,0.014579816551078872,0.01159549559594164,0.010819793322987879,408160,27.0
2020-06-29,641156,6719,403430,4343,93,9166,1.43,0.010882338938627443,0.01025019287997364,0.010590492042551023,412596,28.0
2020-06-30,647849,6693,412650,9220,154,9320,1.44,0.02285402672086856,0.016801221907047692,0.010438957133677372,421970,28.0
2020-07-01,654405,6556,422931,10281,216,9536,1.46,0.02491457651762996,0.023175965665235942,0.010119642077089042,432467,27.0
2020-07-02,661165,6760,428978,6047,147,9683,1.46,0.014297840546093843,0.015415268456375752,0.010329994422414224,438661,28.0
2020-07-03,667883,6718,437893,8915,176,9859,1.48,0.020781951521989583,0.01817618506661156,0.010160852434717428,447752,28.0
2020-07-04,674515,6632,446879,8986,168,10027,1.49,0.02052099485490744,0.017040267775636497,0.009929882928596756,456906,28.0
2020-07-05,681251,6736,450750,3871,134,10161,1.49,0.008662300085705565,0.013363917422958059,0.00998643469752336,460911,28.0
2020-07-06,687862,6611,454329,3579,135,10296,1.5,0.007940099833610548,0.013286093888396744,0.009704205938780186,464625,29.0
2020-07-07,694230,6368,463880,9551,198,10494,1.51,0.02102221077677191,0.01923076923076916,0.009257670870029155,474374,29.0
2020-07-08,700792,6562,472511,8631,173,10667,1.52,0.0186061050271622,0.016485610825233366,0.009452198839001502,483178,29.0
2020-07-09,707301,6509,481316,8805,176,10843,1.53,0.01863448681617985,0.016499484391112818,0.009288062649116968,492159,29.0
2020-07-10,713936,6635,489068,7752,174,11017,1.54,0.016105843146706045,0.016047219404223826,0.009380730410391004,500085,29.0
2020-07-11,720547,6611,497446,8378,188,11205,1.56,0.017130542174094376,0.01706453662521556,0.009259933663521736,508651,29.0
2020-07-12,727162,6615,501061,3615,130,11335,1.56,0.007267120451265097,0.011601963409192395,0.00918052535087921,512396,29.0
2020-07-13,733699,6537,504021,2960,104,11439,1.56,0.005907464360626724,0.009175121305690316,0.008989743688476494,515460,30.0
2020-07-14,739947,6248,512825,8804,175,11614,1.57,0.01746752615466418,0.015298540082175016,0.008515753735523601,524439,30.0
2020-07-15,746369,6422,523249,10424,156,11770,1.58,0.02032662214205616,0.013432064749440364,0.008678999982431268,535019,30.0
2020-07-16,752797,6428,531692,8443,167,11937,1.59,0.01613572123405871,0.014188615123194468,0.008612361981807927,543629,30.0
2020-07-17,759203,6406,539373,7681,186,12123,1.6,0.014446333591628282,0.015581804473485894,0.00850959820509378,551496,30.0
2020-07-18,765437,6234,546863,7490,124,12247,1.6,0.01388649413300258,0.01022849129753367,0.008211242579389209,559110,30.0
2020-07-19,771546,6109,550344,3481,95,12342,1.6,0.0063653968178500895,0.007757001714705725,0.007981061798684852,562686,30.0
2020-07-20,777486,5940,553602,3258,85,12427,1.6,0.005919933714185977,0.00688705234159781,0.00769882806728317,566029,31.0
2020-07-21,783328,5842,562384,8782,153,12580,1.61,0.01586338199645243,0.012311901504787892,0.007513961666190783,574964,31.0
2020-07-22,789190,5862,572053,9669,165,12745,1.61,0.017192878887023918,0.013116057233704348,0.00748345520650351,584798,30.0
2020-07-23,795038,5848,580330,8277,147,12892,1.62,0.014468939066834663,0.01153393487642207,0.0074101293731547715,593222,30.0
2020-07-24,800849,5811,588774,8444,154,13046,1.63,0.014550342046766529,0.011945392491467643,0.007309084597214133,601820,30.0
2020-07-25,806720,5871,597140,8366,146,13192,1.64,0.014209187226338129,0.01119116970719003,0.00733097000807903,610332,30.0
2020-07-26,812485,5765,600250,3110,77,13269,1.63,0.005208158890712466,0.005836870830806529,0.007146221737405868,613519,31.0
2020-07-27,818120,5635,603329,3079,85,13354,1.63,0.0051295293627655605,0.006405908508553715,0.006935512655618314,616683,31.0
2020-07-28,823515,5395,612217,8888,150,13504,1.64,0.014731597519761275,0.011232589486296352,0.0065943871314722005,625721,31.0
2020-07-29,828990,5475,620333,8116,169,13673,1.65,0.013256737398667395,0.012514810426540237,0.0066483306315003885,634006,31.0
2020-07-30,834499,5509,629655,9322,129,13802,1.65,0.015027412696084097,0.009434652234330487,0.00664543601249723,643457,30.0
2020-07-31,839981,5482,638410,8755,161,13963,1.66,0.013904439732869587,0.011664976090421721,0.006569210987670493,652373,30.0
2020-08-01,845443,5462,646524,8114,95,14058,1.66,0.012709700662583591,0.006803695480913864,0.006502528033372146,660582,30.0
2020-08-02,850870,5427,650173,3649,70,14128,1.66,0.0056440286826164865,0.004979371176554226,0.006419119917013828,664301,30.0
2020-08-03,856264,5394,653593,3420,79,14207,1.66,0.005260138455457142,0.005591732729331778,0.006339393796937154,667800,31.0
2020-08-04,861423,5159,661471,7878,144,14351,1.67,0.012053372664639905,0.010135848525374858,0.00602501097792274,675822,30.0
2020-08-05,866627,5204,669026,7555,139,14490,1.67,0.011421513565976538,0.00968573618563173,0.006041166767081886,683516,30.0
2020-08-06,871894,5267,676357,7331,116,14606,1.68,0.010957720626702194,0.00800552104899932,0.006077585858737411,690963,30.0
2020-08-07,877135,5241,683592,7235,119,14725,1.68,0.010697013559407331,0.008147336710940811,0.006011051802168543,698317,30.0
2020-08-08,882347,5212,690207,6615,129,14854,1.68,0.009676824772671509,0.008760611205433033,0.0059420727710102214,705061,30.0
2020-08-09,887536,5189,693422,3215,77,14931,1.68,0.00465802288299022,0.005183788878416529,0.0058809062647688926,708353,30.0
2020-08-10,892654,5118,696681,3259,70,15001,1.68,0.004699879726919543,0.0046882325363337704,0.005766526653566696,711682,31.0
2020-08-11,897599,4945,703175,6494,130,15131,1.69,0.009321339321726851,0.008666088927404836,0.005539660383530487,718306,31.0
2020-08-12,902701,5102,710298,7123,129,15260,1.69,0.010129768549792084,0.008525543586015427,0.005684052678311735,725558,31.0
2020-08-13,907758,5057,716396,6098,124,15384,1.69,0.008585129058507945,0.00812581913499355,0.005602076435054393,731780,31.0
2020-08-14,912823,5065,722964,6568,114,15498,1.7,0.009168113724811409,0.007410296411856531,0.005579680928176956,738462,31.0
2020-08-15,917884,5061,729411,6447,119,15617,1.7,0.00891745647086162,0.007678410117434531,0.0055443388258182855,745028,31.0
2020-08-16,922853,4969,732968,3557,68,15685,1.7,0.004876537370563483,0.0043542293654350575,0.005413538094138247,748653,31.0
2020-08-17,927745,4892,736101,3133,55,15740,1.7,0.0042744021567107104,0.003506534905961089,0.005300952589415653,751841,32.0
2020-08-18,932493,4748,742628,6527,132,15872,1.7,0.008866989720160756,0.008386277001270592,0.005117785598413249,758500,32.0
2020-08-19,937321,4828,749423,6795,117,15989,1.71,0.00914993778850248,0.0073714717741935045,0.005177518758853861,765412,32.0
2020-08-20,942106,4785,755513,6090,110,16099,1.71,0.008126251796382045,0.0068797298142473364,0.0051049747098379505,771612,31.0
2020-08-21,946976,4870,761330,5817,90,16189,1.71,0.007699404245856689,0.005590409342195235,0.005169269700012524,777519,31.0
2020-08-22,951897,4921,767477,6147,121,16310,1.71,0.008074028345132822,0.00747421088393363,0.005196541411820466,783787,31.0
2020-08-23,956749,4852,770639,3162,73,16383,1.71,0.0041199931724338335,0.00447578172900065,0.005097190137168139,787022,32.0
2020-08-24,961493,4744,773095,2456,65,16448,1.71,0.0031869656220357982,0.003967527314899577,0.004958458279026079,789543,32.0
2020-08-25,966189,4696,779747,6652,120,16568,1.71,0.008604375917578011,0.007295719844357952,0.004884070918873107,796315,32.0
2020-08-26,970865,4676,786150,6403,115,16683,1.72,0.00821163787741419,0.006941091260260768,0.004839632825461626,802833,32.0
2020-08-27,975576,4711,792561,6411,121,16804,1.72,0.00815493226483488,0.0072528921656775935,0.004852373913983854,809365,32.0
2020-08-28,980405,4829,798466,5905,110,16914,1.73,0.0074505306216177125,0.006546060461794846,0.004949896266410736,815380,32.0
2020-08-29,985346,4941,804383,5917,111,17025,1.73,0.0074104595561990125,0.0065626108549130535,0.00503975397922285,821408,32.0
2020-08-30,990326,4980,806982,2599,68,17093,1.73,0.003231047896337991,0.003994126284875278,0.005054062227887402,824075,32.0
2020-08-31,995319,4993,809387,2405,83,17176,1.73,0.0029802399557858905,0.004855788919440718,0.005041774122864551,826563,33.0
2020-09-01,1000048,4729,815705,6318,123,17299,1.73,0.007805907433650504,0.0071611551001398155,0.004751240557047565,833004,33.0
2020-09-02,1005000,4952,821169,5464,115,17414,1.73,0.006698500070491109,0.0066477831088502795,0.0049517623154089465,838583,33.0
2020-09-03,1009995,4995,826935,5766,114,17528,1.74,0.00702169711715861,0.006546456873779638,0.004970149253731293,844463,33.0
2020-09-04,1015105,5110,832747,5812,121,17649,1.74,0.007028363777080493,0.006903240529438692,0.00505943098728201,850396,33.0
2020-09-05,1020310,5205,838126,5379,110,17759,1.74,0.006459344794997657,0.006232647742081765,0.005127548381694602,855885,33.0
2020-09-06,1025505,5195,840949,2823,61,17820,1.74,0.003368228643426008,0.0034348780899824405,0.005091589810939823,858769,33.0
2020-09-07,1030690,5185,843277,2328,51,17871,1.73,0.002768301050360966,0.002861952861952899,0.005056045558042177,861148,34.0
2020-09-08,1035789,5099,850049,6772,122,17993,1.74,0.008030575955468855,0.006826702478876401,0.0049471713124218395,868042,33.0
2020-09-09,1041007,5218,856458,6409,142,18135,1.74,0.007539565366231794,0.007891957983660271,0.005037705555861249,874593,33.0
2020-09-10,1046370,5363,862373,5915,128,18263,1.75,0.006906351508188413,0.007058174800110395,0.0051517424954874436,880636,33.0
2020-09-11,1051874,5504,868107,5734,102,18365,1.75,0.0066490949971764746,0.005585062695066423,0.005260089643242871,886472,33.0
2020-09-12,1057362,5488,873535,5428,119,18484,1.75,0.006252685440850003,0.006479716852708872,0.005217354930343364,892019,33.0
2020-09-13,1062811,5449,876225,2690,94,18578,1.75,0.0030794415793300445,0.005085479333477583,0.0051533911753969255,894803,33.0
2020-09-14,1068320,5509,878700,2475,57,18635,1.74,0.002824616964820725,0.003068145117881338,0.005183423957787482,897335,34.0
2020-09-15,1073849,5529,884305,5605,150,18785,1.75,0.006378741322408121,0.008049369466058387,0.005175415605811029,903090,33.0
2020-09-16,1079519,5670,890114,5809,132,18917,1.75,0.006569000514528467,0.0070268831514506145,0.005280071965425348,909031,33.0
2020-09-17,1085281,5762,895868,5754,144,19061,1.76,0.0064643405226745285,0.007612200666067492,0.0053375623773179726,914929,33.0
2020-09-18,1091186,5905,901207,5339,134,19195,1.76,0.005959583331472951,0.007030061381879228,0.005440987172907308,920402,33.0
2020-09-19,1097251,6065,906462,5255,144,19339,1.76,0.0058310687777614065,0.00750195363375883,0.00555817248388446,925801,33.0
2020-09-20,1103399,6148,909357,2895,79,19418,1.76,0.00319373564473735,0.004085009566161535,0.005603093549242599,928775,33.0
2020-09-21,1109595,6196,911973,2616,71,19489,1.76,0.0028767579729414017,0.0036564012771656,0.005615375761623964,931462,34.0
2020-09-22,1115810,6215,917949,5976,160,19649,1.76,0.0065528255770730395,0.00820975935142898,0.005601142759295019,937598,33.0
2020-09-23,1122241,6431,923699,5750,150,19799,1.76,0.006263964555765167,0.007633976283780264,0.005763526048341515,943498,33.0
2020-09-24,1128836,6595,929829,6130,149,19948,1.77,0.006636360979063616,0.007525632607707554,0.005876634341464904,949777,33.0
2020-09-25,1136048,7212,934146,4317,108,20056,1.77,0.004642789158006533,0.005414076599157713,0.006388881998802276,954202,33.0
2020-09-26,1143571,7523,940150,6004,169,20225,1.77,0.00642726083502998,0.008426406063023473,0.006622079348759914,960375,33.0
2020-09-27,1151438,7867,943218,3068,99,20324,1.77,0.0032633090464286862,0.004894932014833042,0.006879327999748107,963542,33.0
2020-09-28,1159573,8135,945920,2702,61,20385,1.76,0.002864661191792406,0.003001377681558725,0.007065078623425647,966305,33.0
2020-09-29,1167805,8232,952399,6479,160,20545,1.76,0.006849416441136569,0.007848908511160158,0.007099164951236414,972944,33.0
2020-09-30,1176286,8481,958257,5858,177,20722,1.76,0.00615078344265374,0.008615234850328557,0.007262342600006022,978979,33.0
2020-10-01,1185231,8945,964242,5985,169,20891,1.76,0.0062457148760719505,0.008155583437892133,0.007604443137128269,985133,33.0
2020-10-02,1194643,9412,970296,6054,186,21077,1.76,0.0062785068478659065,0.00890335551194288,0.007941068028089138,991373,32.0
2020-10-03,1204502,9859,975859,5563,174,21251,1.76,0.0057333020026877355,0.008255444323195915,0.008252674648409508,997110,32.0
2020-10-04,1215001,10499,979143,3284,107,21358,1.76,0.0033652402652433193,0.0050350571737800545,0.008716465393996842,1000501,32.0
2020-10-05,1225889,10888,982324,3181,117,21475,1.75,0.0032487593742691607,0.005478041015076318,0.008961309496864578,1003799,33.0
2020-10-06,1237504,11615,988576,6252,188,21663,1.75,0.006364498882242442,0.008754365541327136,0.009474756686779884,1010239,32.0
2020-10-07,1248619,11115,995275,6699,202,21865,1.75,0.0067764137506878255,0.009324654941605505,0.008981789149772545,1017140,32.0
2020-10-08,1260112,11493,1002329,7054,191,22056,1.75,0.007087488382607755,0.008735421907157592,0.00920456920806112,1024385,32.0
2020-10-09,1272238,12126,1009421,7092,201,22257,1.75,0.007075521111331806,0.009113166485310131,0.009622954150107388,1031678,31.0
2020-10-10,1285084,12846,1016202,6781,191,22448,1.75,0.006717712431185907,0.008581569843195469,0.010097167353906977,1038650,31.0
2020-10-11,1298718,13634,1020442,4240,149,22597,1.74,0.00417239879472775,0.006637562366357708,0.010609423197238456,1043039,31.0
2020-10-12,1312310,13592,1024235,3793,125,22722,1.73,0.003717016743724821,0.0055317077488161726,0.010465705411028424,1046957,31.0
2020-10-13,1326178,13868,1031785,7550,244,22966,1.73,0.007371355206568842,0.010738491329988609,0.010567625027622984,1054751,31.0
2020-10-14,1340409,14231,1039705,7920,239,23205,1.73,0.007676017775021027,0.01040668814769652,0.010730837036958762,1062910,30.0
2020-10-15,1354163,13754,1048097,8392,286,23491,1.73,0.00807152028700453,0.012324929971988752,0.010261047187835937,1071588,30.0
2020-10-16,1369313,15150,1056582,8485,232,23723,1.73,0.00809562473702341,0.009876122770422713,0.011187722600602744,1080305,29.0
2020-10-17,1384235,14922,1065199,8617,279,24002,1.73,0.00815554306244093,0.011760738523795444,0.010897435429299218,1089201,29.0
2020-10-18,1399334,15099,1070576,5377,185,24187,1.73,0.005047883071613857,0.007707691025747866,0.010907829956618542,1094763,29.0
2020-10-19,1415316,15982,1075904,5328,179,24366,1.72,0.0049767601739625356,0.007400669781287394,0.011421147488734018,1100270,29.0
2020-10-20,1431635,16319,1085608,9704,269,24635,1.72,0.009019392064719469,0.011039973733891541,0.011530287229141845,1110243,28.0
2020-10-21,1447335,15700,1096560,10952,317,24952,1.72,0.01008835601801028,0.01286787091536423,0.010966482378539144,1121512,28.0
2020-10-22,1463306,15971,1107988,11428,290,25242,1.72,0.01042168235208285,0.01162231484450138,0.011034763893639,1133230,27.0
2020-10-23,1480646,17340,1119251,11263,283,25525,1.72,0.010165272548078086,0.011211472941922151,0.011849879656066431,1144776,26.0
2020-10-24,1497167,16521,1130818,11567,296,25821,1.72,0.010334589828376206,0.011596474045053816,0.01115796753579179,1156639,26.0
2020-10-25,1513877,16710,1138522,7704,229,26050,1.72,0.006812767394930086,0.008868750242051027,0.011161079558926978,1164572,26.0
2020-10-26,1531224,17347,1146096,7574,219,26269,1.72,0.006652484536969761,0.008406909788867491,0.011458658794604835,1172365,26.0
2020-10-27,1547774,16550,1158940,12844,320,26589,1.72,0.011206740098560708,0.012181658989683708,0.010808346786622902,1185529,25.0
2020-10-28,1563976,16202,1171301,12361,346,26935,1.72,0.010665780799696378,0.013012900071458056,0.010467936533369748,1198236,25.0
2020-10-29,1581693,17717,1186041,14740,366,27301,1.73,0.012584297289936595,0.01358826805271951,0.011328178949037593,1213342,25.0
2020-10-30,1599976,18283,1200560,14519,355,27656,1.73,0.01224156669120213,0.013003186696457949,0.011559133156687107,1228216,24.0
2020-10-31,1618116,18140,1215414,14854,334,27990,1.73,0.012372559472246358,0.012076945328319377,0.011337670065050931,1243404,24.0
2020-11-01,1636781,18665,1225673,10259,245,28235,1.73,0.008440745293373242,0.008753126116470167,0.01153501973900517,1253908,24.0
2020-11-02,1655038,18257,1236033,10360,238,28473,1.72,0.008452499157605597,0.008429254471400638,0.011154210612171143,1264506,24.0
2020-11-03,1673686,18648,1251364,15331,355,28828,1.72,0.012403390524363013,0.012467952094967094,0.011267415007993664,1280192,24.0
2020-11-04,1693454,19768,1266931,15567,389,29217,1.73,0.01244002544423517,0.013493825447481678,0.011811056554216215,1296148,24.0
2020-11-05,1712858,19404,1279169,12238,292,29509,1.72,0.00965956314905858,0.00999418146969222,0.011458238605831728,1308678,24.0
2020-11-06,1733440,20582,1296124,16955,378,29887,1.72,0.013254698949083377,0.012809651292825965,0.012016174137027049,1326011,24.0
2020-11-07,1753836,20396,1312927,16803,364,30251,1.72,0.012964037391484108,0.012179208351457138,0.011766199003138356,1343178,23.0
2020-11-08,1774334,20498,1324419,11492,286,30537,1.72,0.008752961893540245,0.009454232917920136,0.011687523804962295,1354956,23.0
2020-11-09,1796132,21798,1335141,10722,256,30793,1.71,0.00809562532703012,0.008383272751088855,0.012285172915584177,1365934,24.0
2020-11-10,1817109,20977,1350741,15600,368,31161,1.71,0.011684159201162949,0.01195076803169548,0.011678985731560898,1381902,24.0
2020-11-11,1836960,19851,1369357,18616,432,31593,1.72,0.01378206480739097,0.01386348320015407,0.010924495998864137,1400950,23.0
2020-11-12,1858568,21608,1388168,18811,439,32032,1.72,0.01373710434897557,0.013895483176653123,0.011762912638271894,1420200,23.0
2020-11-13,1880551,21983,1406903,18735,411,32443,1.73,0.0134962050702796,0.012830919080919044,0.011827923433525234,1439346,23.0
2020-11-14,1903253,22702,1425529,18626,391,32834,1.73,0.013239007948664616,0.012051906420491363,0.012071993793308478,1458363,23.0
2020-11-15,1925825,22572,1439985,14456,352,33186,1.72,0.010140796855062195,0.010720594505695402,0.011859694953850086,1473171,23.0
2020-11-16,1948603,22778,1453849,13864,303,33489,1.72,0.009627878068174223,0.009130356174290366,0.01182765827632304,1487338,23.0
